Sort Container Key	Parent Container Key	UNIVERSAL ID	DESCRIPTION	COLOR	STYLE	SIZE	Part Number	DEPARTMENT NAME	Gender	Category (Department)	Subclass	Vendor	SCAN QUANTITY	 Unit Retail 	 Ext. Retail 	COGS	Zone
J40708261783	40700051876	99107784451	WAXED COTTON JACKET, GR8249, M	GR8249	CM499	M	CM499GR8249M	MASTER/SPECIALTY	Mens	M OUTERWEAR	M OTRWR JACKET OTHER	J Crew Factory	1	298	298	$22.05	Zone 1
J40708136213	40700052010	99107781904	SWINGY WOOL COAT, BL8133, L	BL8133	CL235	L	CL235BL8133L	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER COAT WOOL	J Crew Factory	1	298	298	$22.05	Zone 1
J40708136213	40700052010	99107784451	WAXED COTTON JACKET, GR8249, M	GR8249	CM499	M	CM499GR8249M	MASTER/SPECIALTY	Mens	M OUTERWEAR	M OTRWR JACKET OTHER	J Crew Factory	1	298	298	$22.05	Zone 1
J40708136213	40700052010	99107876239	VELVET SCHOOLBOY BLAZER, GR6247, 10	GR6247	CO106	10	CO106GR624710	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER NOV	J Crew Factory	1	298	298	$22.05	Zone 1
J40708136213	40700052010	99107876277	VELVET SCHOOLBOY BLAZER, RD6510, 24	RD6510	CO106	24	CO106RD651024	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER NOV	J Crew Factory	1	298	298	$22.05	Zone 2
J4070825E5C4	40700051876	99107951206	PEAK-LAPEL DOUBLE-BREASTED BL, WR2082, M	WR2082	NY416	M	NY416WR2082M	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER NOV	Madewell	1	278	278	$20.65	Zone 1
J40708136213	40700052010	99107951210	PEAK-LAPEL DOUBLE-BREASTED, WR2082, XXL	WR2082	NY416	XXL	NY416WR2082XXL	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER NOV	Madewell	1	278	278	$20.65	Zone 1
J4070825E5C4	40700051876	99106272623	CSCHOOLBOY BLAZER.., BL8133, 2	BL8133	AZ565	2	AZ565BL81332	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER SOLID	J Crew	1	258	258	$19.25	Zone 1
J4070825E5C4	40700051876	99106272626	CSCHOOLBOY BLAZER.., BL8133, 24	BL8133	AZ565	24	AZ565BL813324	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER SOLID	J Crew Factory	1	258	258	$19.25	Zone 2
J4070825E5C4	40700051876	99107944988	THE MERCER RELAXED BLAZER IN, WR2451, S	WR2451	NY410	S	NY410WR2451S	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER NOV	Madewell	1	258	258	$19.25	Zone 1
J40708136213	40700052010	99106272635	CSCHOOLBOY BLAZER.., NA6407, 14	NA6407	AZ565	14	AZ565NA640714	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER SOLID	J Crew Factory	1	258	258	$19.25	Zone 1
J40708136213	40700052010	99107862756	LG BELTED STACHEL: SMITH, BR6209, ONE S	BR6209	NW379	ONE S	NW379BR6209ONE S	MASTER/SPECIALTY	Womens	W BAGS	W SHOULDER LTHR	Madewell	1	258	258	$19.25	Zone 1
J40708136213	40700052010	99107929876	THE MERCER RELAXED BLAZER IN, WR2251, XS	WR2251	NY406	XS	NY406WR2251XS	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER NOV	Madewell	1	258	258	$19.25	Zone 1
J40708136213	40700052010	99107944990	THE MERCER RELAXED BLAZER IN, WR2451, XS	WR2451	NY410	XS	NY410WR2451XS	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER NOV	Madewell	1	258	258	$19.25	Zone 1
J40708330A56	40700052010	99107862761	SUEDE LG BELTED SATCHEL, BR0129, ONE S	BR0129	NW380	ONE S	NW380BR0129ONE S	MASTER/SPECIALTY	Womens	W BAGS	W SHOULDER LTHR	Madewell	1	258	258	$19.25	Zone 1
J40708136213	40700052010	99107933934	FAUX-FUR SHAWL-COLLAR COAT, WR2123, XXS	WR2123	NY412	XXS	NY412WR2123XXS	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER COAT OTHER	Madewell	1	248	248	$18.55	Zone 2
J40708153122	40700051869	99107933932	FAUX-FUR SHAWL-COLLAR COAT, WR2123, XS	WR2123	NY412	XS	NY412WR2123XS	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER COAT OTHER	Madewell	1	248	248	$18.55	Zone 1
J40708261783	40700051876	99107862392	SUEDE DRAWSTRING SHOULD, BR0129, ONE S	BR0129	NW363	ONE S	NW363BR0129ONE S	MASTER/SPECIALTY	Womens	W BAGS	W SHOULDER LTHR	Madewell	1	248	248	$18.55	Zone 1
J40708136213	40700052010	99107844688	DOUBLE-FACED CROPPED CHORE J, WR1958, XL	WR1958	NW763	XL	NW763WR1958XL	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER JACKET OTHER	Madewell	1	248	248	$18.55	Zone 1
J4070832722E	40700052010	99107947353	EMBELLISHED TWEED TANK TOP, WZ8061, 00	WZ8061	CQ189	0	CQ189WZ806100	MASTER/SPECIALTY	Womens	W SHIRTS	W SHIRTS TOPS SL	J Crew	1	248	248	$18.55	Zone 1
J40708153122	40700051869	99107430582	P TWO BUTTON COTTON BLAZE,RD6224,P10	RD6224	BP097	P10	BP097RD6224P10	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER SOLID	J Crew Factory	1	238	238	$17.85	Zone 1
J407080A8FFE	40700051869	99107820673	ESSENTIALS CURVE SHOULD, EE8379, ONE S	EE8379	NW351	ONE S	NW351EE8379ONE S	MASTER/SPECIALTY	Womens	W BAGS	W CROSSBODY LTHR	Madewell	1	228	228	$17.15	Zone 1
J4070825E5C4	40700051876	99107820838	SUEDE SLOUCHY SHOULDER, BL9072, ONE S	BL9072	NW350	ONE S	NW350BL9072ONE S	MASTER/SPECIALTY	Womens	W BAGS	W BAG SHOULDER	Madewell	1	228	228	$17.15	Zone 1
J4070825E5C4	40700051876	99107934230	THE NOLITA CUTAWAY BLAZER, WR2231, 2	WR2231	NY408	2	NY408WR22312	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER SOLID	Madewell	1	228	228	$17.15	Zone 1
J40708261783	40700051876	99107934230	THE NOLITA CUTAWAY BLAZER, WR2231, 2	WR2231	NY408	2	NY408WR22312	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER SOLID	Madewell	1	228	228	$17.15	Zone 1
J40708261783	40700051876	99107934233	THE NOLITA CUTAWAY BLAZER, WR2231, 8	WR2231	NY408	8	NY408WR22318	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER SOLID	Madewell	1	228	228	$17.15	Zone 1
J40708136213	40700052010	99107934232	THE NOLITA CUTAWAY BLAZER, WR2231, 6	WR2231	NY408	6	NY408WR22316	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER SOLID	Madewell	1	228	228	$17.15	Zone 1
J40707EBBE22	40700051869	99107833990	WAXED ZIP-FRONT JACKET, BR8786, L	BR8786	NW759	L	NW759BR8786L	FLAT	Womens	W OUTERWEAR JACKET	W OUTER JCKT CHORE	Madewell	2	218	436	$14.27	Zone 1
J4070825E5C4	40700051876	99107948490	SUEDE LG STUD SATCHEL, BR6311, ONE S	BR6311	NY174	ONE S	NY174BR6311ONE S	MASTER/SPECIALTY	Womens	W BAGS	W SHOULDER LTHR	Madewell	1	218	218	$16.45	Zone 1
J40707EBBE22	40700051869	99107596707	FOUR SEASON THOMPSON PA, WZ5541, 32/30	WZ5541	CG212	32/30	CG212WZ554132/30	FLAT	Mens	M PANTS	M PNT OTHER FASHION	J Crew Factory	1	198	198	$13.07	Zone 2 Pants
J40708153122	40700051869	99106898520	ONE BUTTON LINEN BLAZER.,BK0001,20	BK0001	AL222	20	AL222BK000120	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER SOLID	J Crew Factory	1	198	198	$15.05	Zone 2
J40708153122	40700051869	99107160544	ESSENTIALS BUCKET TOTE.., BK5229, ONE S	BK5229	NN396	ONE S	NN396BK5229ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J40708153122	40700051869	99107517169	SUEDE SOFT GRAIN SHOPPER., BR0129, ONE S	BR0129	NR388	ONE S	NR388BR0129ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J40708153122	40700051869	99107820835	SUEDE SLOUCHY SHOULDER, RD0146, ONE S	RD0146	NW348	ONE S	NW348RD0146ONE S	MASTER/SPECIALTY	Womens	W BAGS	W BAG SHOULDER	Madewell	1	198	198	$15.05	Zone 1
J4070825E5C4	40700051876	99107160544	ESSENTIALS BUCKET TOTE.., BK5229, ONE S	BK5229	NN396	ONE S	NN396BK5229ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J4070825E5C4	40700051876	99107927286	SUEDE SOFT GRAIN SHOPPER., RD0211, ONE S	RD0211	NR388	ONE S	NR388RD0211ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J40708261783	40700051876	99107160544	ESSENTIALS BUCKET TOTE.., BK5229, ONE S	BK5229	NN396	ONE S	NN396BK5229ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J40708261783	40700051876	99107160546	ESSENTIALS BUCKET TOTE.., BR6399, ONE S	BR6399	NN396	ONE S	NN396BR6399ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J40708261783	40700051876	99107454080	SUEDE ESSENTIALS BUCKET T,BR0129,ONE S	BR0129	NM988	ONE S	NM988BR0129ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J40708261783	40700051876	99107454380	THE ESSENTIAL BUCKET TOTE, BR5964, ONE S	BR5964	NR385	ONE S	NR385BR5964ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J40708261783	40700051876	99107517169	SUEDE SOFT GRAIN SHOPPER., BR0129, ONE S	BR0129	NR388	ONE S	NR388BR0129ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J40708261783	40700051876	99107884865	SUEDE SOFT GRAIN SHOPPER., GR8470, ONE S	GR8470	NR388	ONE S	NR388GR8470ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J40708261783	40700051876	99107912194	SLOUCHY SHOULDER BAG JAME, BK5229, ONE S	BK5229	NY140	ONE S	NY140BK5229ONE S	MASTER/SPECIALTY	Womens	W BAGS	W SHOULDER LTHR	Madewell	1	198	198	$15.05	Zone 1
J4070825E5C4	40700051876	99107517169	SUEDE SOFT GRAIN SHOPPER., BR0129, ONE S	BR0129	NR388	ONE S	NR388BR0129ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	2	198	396	$15.05	Zone 1
J40708261783	40700051876	99107865474	SUEDE SOFT GRAIN SHOPPER., BR5964, ONE S	BR5964	NR388	ONE S	NR388BR5964ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	2	198	396	$15.05	Zone 1
J40708136213	40700052010	99107160548	ESSENTIALS BUCKET TOTE.., BR6956, ONE S	BR6956	NN396	ONE S	NN396BR6956ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J40708136213	40700052010	99107720456	DOUBLE-BREASTED CROP BLAZER, WT0152, 14	WT0152	NV041	14	NV041WT015214	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER SOLID	Madewell	1	198	198	$15.05	Zone 1
J40708136213	40700052010	99107944778	TWEED COLLARLESS JACKET, RD0213, S	RD0213	NY407	S	NY407RD0213S	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER JCKT NOVELTY	Madewell	1	198	198	$15.05	Zone 1
J40708330A56	40700052010	99107454080	SUEDE ESSENTIALS BUCKET T,BR0129,ONE S	BR0129	NM988	ONE S	NM988BR0129ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J40708330A56	40700052010	99107517169	SUEDE SOFT GRAIN SHOPPER., BR0129, ONE S	BR0129	NR388	ONE S	NR388BR0129ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J407083462D5	40700052010	99107456391	SUEDE ESSENTIALS CURVE SH, BR5964, ONE S	BR5964	NR387	ONE S	NR387BR5964ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	198	198	$15.05	Zone 1
J407083462D5	40700052010	99107944778	TWEED COLLARLESS JACKET, RD0213, S	RD0213	NY407	S	NY407RD0213S	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER JCKT NOVELTY	Madewell	1	198	198	$15.05	Zone 1
J40708136213	40700052010	99107160546	ESSENTIALS BUCKET TOTE.., BR6399, ONE S	BR6399	NN396	ONE S	NN396BR6399ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	2	198	396	$15.05	Zone 1
J4070832722E	40700052010	99107160546	ESSENTIALS BUCKET TOTE.., BR6399, ONE S	BR6399	NN396	ONE S	NN396BR6399ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	2	198	396	$15.05	Zone 1
J40708136213	40700052010	99107348334	TEXTURED COTTON BLAZER, WT0002, 00	WT0002	BY941	0	BY941WT000200	MASTER/SPECIALTY	Womens	W OUTERWEAR JACKET	W OUTER BLAZER NOV	J Crew Factory	1	188	188	$14.35	Zone 1
J40707EBBE22	40700051869	99107815058	DOUBLE-PLEATED TWILL TROUSER, WZ7386, 32	WZ7386	NW543	32	NW543WZ738632	FLAT	Mens	M PANTS	M P TROUSER OTHER	Madewell	1	178	178	$11.87	Zone 2 Pants
J40707EBBE22	40700051869	99107549822	ALEXA CHUNG DREAM (501), DM7922, 25	DM7922	NT139	25	NT139DM792225	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	168	168	$11.27	Zone 1 Pants
J40707EBBE22	40700051869	99107809019	YANA DRESS - MID WT POP, BK0070, 8	BK0070	NW050	8	NW050BK00708	FLAT	Womens	W DRESSES	W DRESS WVN CASUAL	Madewell	1	168	168	$11.27	Zone 1
J40708153122	40700051869	99107892993	SUEDE DAKOTA SM SADDLE BA, BR0129, ONE S	BR0129	NU130	ONE S	NU130BR0129ONE S	MASTER/SPECIALTY	Womens	W BAGS	W SHOULDER LTHR	Madewell	1	168	168	$12.95	Zone 1
J4070825E5C4	40700051876	99107883313	THE SCULPTURAL-BUCKLE SHO, RD0162, ONE S	RD0162	NS743	ONE S	NS743RD0162ONE S	MASTER/SPECIALTY	Womens	W BAGS	W SHOULDER LTHR	Madewell	1	168	168	$12.95	Zone 1
J4070825E5C4	40700051876	99107930742	PUFFY BUCKLE SHOULDER SUE, RD0211, ONE S	RD0211	NS887	ONE S	NS887RD0211ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	168	168	$12.95	Zone 1
J40708261783	40700051876	99107573946	PUFFY BUCKLE SHOULDER SUE, BR5964, ONE S	BR5964	NS887	ONE S	NS887BR5964ONE S	MASTER/SPECIALTY	Womens	W BAGS	W TOTE LTHR	Madewell	1	168	168	$12.95	Zone 1
J40708261783	40700051876	99107912187	SOFT GRAIN SM BELTED SATC, BL9072, ONE S	BL9072	NW381	ONE S	NW381BL9072ONE S	MASTER/SPECIALTY	Womens	W BAGS	W CROSSBODY LTHR	Madewell	1	168	168	$12.95	Zone 1
J40708330A56	40700052010	99107912187	SOFT GRAIN SM BELTED SATC, BL9072, ONE S	BL9072	NW381	ONE S	NW381BL9072ONE S	MASTER/SPECIALTY	Womens	W BAGS	W CROSSBODY LTHR	Madewell	1	168	168	$12.95	Zone 1
J40707EBBE22	40700051869	99107799078	CLEO STRAIGHT JEAN IN PLUMVI, DM9427, 25	DM9427	NW257	25	NW257DM942725	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	158	158	$10.67	Zone 1 Pants
J40707EBBE22	40700051869	99107799085	CLEO STRAIGHT JEAN IN PLUMVI, DM9427, 32	DM9427	NW257	32	NW257DM942732	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	158	158	$10.67	Zone 1 Pants
J40707EBBE22	40700051869	99107799086	CLEO STRAIGHT JEAN IN PLUMVI, DM9427, 33	DM9427	NW257	33	NW257DM942733	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	158	158	$10.67	Zone 1 Pants
J40707EBBE22	40700051869	99107800575	LOW SLUNG BAGGY W/ UTIL, DM9128, 26	DM9128	NW275	26	NW275DM912826	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	158	158	$10.67	Zone 1 Pants
J40707EBBE22	40700051869	99107875881	MARGOT MIDI DRESS - MID, BR6956, L	BR6956	NX605	L	NX605BR6956L	FLAT	Womens	W DRESSES	W DRESS WVN CASUAL	Madewell	1	158	158	$10.67	Zone 1
J40707EBBE22	40700051869	99107912662	P SMOCKED MIDI SHIRT DR, WX8641, PL	WX8641	CQ019	PL	CQ019WX8641PL	FLAT	Womens	W DRESSES	W DRESS CASUAL WOVEN	J Crew Factory	1	158	158	$10.67	Zone 1
J40708261783	40700051876	99106510634	THE ZIP-TOP TRANSPORT CRO, GR6216, ONE S	GR6216	J1951	ONE S	J1951GR6216ONE S	MASTER/SPECIALTY	Womens	W BAGS	W CROSSBODY LTHR	Madewell	1	158	158	$12.25	Zone 1
J40708261783	40700051876	99107820859	SUEDE E/W SATCHEL SHOUL, BL9072, ONE S	BL9072	NW382	ONE S	NW382BL9072ONE S	MASTER/SPECIALTY	Womens	W BAGS	W SHOULDER LTHR	Madewell	1	158	158	$12.25	Zone 1
J40708261783	40700051876	99107932181	SUEDE SM DAKOTA SADDLE, GR0333, ONE S	GR0333	NY234	ONE S	NY234GR0333ONE S	MASTER/SPECIALTY	Womens	W BAGS	W CROSSBODY LTHR	Madewell	1	158	158	$12.25	Zone 1
J4070832722E	40700052010	99106510634	THE ZIP-TOP TRANSPORT CRO, GR6216, ONE S	GR6216	J1951	ONE S	J1951GR6216ONE S	MASTER/SPECIALTY	Womens	W BAGS	W CROSSBODY LTHR	Madewell	1	158	158	$12.25	Zone 1
J40708330A56	40700052010	99107932181	SUEDE SM DAKOTA SADDLE, GR0333, ONE S	GR0333	NY234	ONE S	NY234GR0333ONE S	MASTER/SPECIALTY	Womens	W BAGS	W CROSSBODY LTHR	Madewell	2	158	316	$12.25	Zone 1
J40707EBBE22	40700051869	99107647952	THE 1991 STRAIGHT-LEG JEA, DM4877, 31/30	DM4877	NT822	31/30	NT822DM487731/30	FLAT	Mens	M DENIM	M DNM STRT STR	Madewell	1	148	148	$10.07	Zone 2 Pants
J40707EBBE22	40700051869	99107798176	BALLOON JEAN IN BLACK FROST, BK5217, 27	BK5217	NW241	27	NW241BK521727	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	148	148	$10.07	Zone 1 Pants
J40707EBBE22	40700051869	99107798410	SH BALLOON JEAN IN DOBBINS, DM7746, P31	DM7746	NW576	P31	NW576DM7746P31	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	148	148	$10.07	Zone 1 Pants
J40707EBBE22	40700051869	99107806157	FLARED WIDE LEG IN GMT, BR8772, 25	BR8772	NW267	25	NW267BR877225	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	148	148	$10.07	Zone 1 Pants
J40707EBBE22	40700051869	99107806257	SH FLARED WIDE LEG IN K, DM7456, P24	DM7456	NW645	P24	NW645DM7456P24	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	148	148	$10.07	Zone 1 Pants
J40707EBBE22	40700051869	99107822970	BALLOONJEAN IN TILE WHITE, DM1626, 28	DM1626	NW244	28	NW244DM162628	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	148	148	$10.07	Zone 1 Pants
J40707EBBE22	40700051869	99107822973	BALLOONJEAN IN TILE WHITE, DM1626, 31	DM1626	NW244	31	NW244DM162631	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	148	148	$10.07	Zone 1 Pants
J40707F04B08	40700051869	99107694834	LOW-SLUNG BAGGY CROP JEANS I, DM8487, 30	DM8487	NU172	30	NU172DM848730	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	148	148	$10.07	Zone 1 Pants
J4070825E5C4	40700051876	99107935484	PLEATED VELVET MIDI - S, WR2082, 6	WR2082	NY249	6	NY249WR20826	MASTER/SPECIALTY	Womens	W SKIRTS	W SKIRT N DENIM MIDI	Madewell	1	148	148	$11.55	Zone 1 Pants
J40707F0E496	40700051869	99107759723	MIDI ALINE SCOOP NECK DENIM, DM9127, XL	DM9127	NV348	XL	NV348DM9127XL	FLAT	Womens	MW DENIM DRESSING	DNM DRSNG 1PC DRESS	Madewell	1	148	148	$10.07	Zone 1
J4070825E5C4	40700051876	99107400910	ESSENTIALS SLING CROSSBOD, BR6956, ONE S	BR6956	NQ285	ONE S	NQ285BR6956ONE S	MASTER/SPECIALTY	Womens	W BAGS	W CROSSBODY LTHR	Madewell	1	148	148	$11.55	Zone 1
J4070825E5C4	40700051876	99107930690	MINI E/W SATCHEL SHOULD, RD6166, ONE S	RD6166	NY149	ONE S	NY149RD6166ONE S	MASTER/SPECIALTY	Womens	W BAGS	W SHOULDER LTHR	Madewell	1	148	148	$11.55	Zone 1
J40708136213	40700052010	99107757268	MEDIUM CROSSBODY BAG IN S, NA0242, ONE S	NA0242	NR391	ONE S	NR391NA0242ONE S	MASTER/SPECIALTY	Womens	W BAGS	W CROSSBODY LTHR	Madewell	1	148	148	$11.55	Zone 1
J40707EBBE22	40700051869	99107785133	PERLA SHIRTDRESS MIDI-, WT0005, M	WT0005	NV435	M	NV435WT0005M	FLAT	Womens	W DRESSES	W DRESS WVN CASUAL	Madewell	1	148	148	$10.07	Zone 1
J40708153122	40700051869	99107679606	HANDWOVEN SLING CROSSBODY, EE7184, ONE S	EE7184	NU494		NU494EE7184	MASTER/SPECIALTY	Womens	W BAGS	W CROSSBODY LTHR	Madewell	1	148	148	$11.55	Zone 1
J40707EBBE22	40700051869	99107474203	FULL LENGTH KICK OUT IN DEVI, DM7745, 31	DM7745	NR494	31	NR494DM774531	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	138	138	$9.47	Zone 1 Pants
J40707EBBE22	40700051869	99107646698	FLARED WIDE-LEG CROP JEANS I, WT8315, 28	WT8315	NU005	28	NU005WT831528	FLAT	Womens	W PANTS DENIM	W PANT DEN OTH	Madewell	1	138	138	$9.47	Zone 1 Pants
J40707EBBE22	40700051869	99107860444	KICK CROP PULL ON PONTE, BL8133, 6	BL8133	CO032	6	CO032BL81336	FLAT	Womens	W PANTS	W P NON DENIM OTHER	J Crew Factory	1	138	138	$9.47	Zone 2 Pants
J40707EBBE22	40700051869	99107874073	THE WIDE LEG - TWILL, WR2045, 32	WR2045	NX590	32	NX590WR204532	FLAT	Womens	W PANTS NON DENIM	W PANT N DEN STRSTR	Madewell	1	138	138	$9.47	Zone 1 Pants
J40707EBBE22	40700051869	99107910275	THE WIDE LEG - WINNITEX CORD, NA0274, 26	NA0274	NX207	26	NX207NA027426	FLAT	Womens	W PANTS NON DENIM	W PANT N DEN STRSTR	Madewell	1	138	138	$9.47	Zone 1 Pants
J40707EBBE22	40700051869	99107936459	SH FULL LENGTH FLARED WID,BK5201,P24	BK5201	NX240	P24	NX240BK5201P24	FLAT	Womens	W PANTS NON DENIM	W PANT N DEN STRSTR	Madewell	1	138	138	$9.47	Zone 1 Pants
J40708153122	40700051869	99107780760	HR WIDE LEG FULL LENGTH, RD6286, 16	RD6286	CL194	16	CL194RD628616	MASTER/SPECIALTY	Womens	W PANTS	W P N DENIM TROUSER	J Crew Factory	1	138	138	$10.85	Zone 2 Pants
J40708153122	40700051869	99107932198	PLEATED CARREMAN MIDI, WR1608, 0	WR1608	NY246	0	NY246WR16080	MASTER/SPECIALTY	Womens	W SKIRTS	W SKIRT N DENIM MIDI	Madewell	1	138	138	$10.85	Zone 1 Pants
J4070825E5C4	40700051876	99107780702	HR WIDE LEG FULL LENGTH, BK0001, 2	BK0001	CL194	2	CL194BK00012	MASTER/SPECIALTY	Womens	W PANTS	W P N DENIM TROUSER	J Crew Factory	1	138	138	$10.85	Zone 1 Pants
J4070825E5C4	40700051876	99107780706	HR WIDE LEG FULL LENGTH, BK0001, 4	BK0001	CL194	4	CL194BK00014	MASTER/SPECIALTY	Womens	W PANTS	W P N DENIM TROUSER	J Crew Factory	1	138	138	$10.85	Zone 1 Pants
J40708136213	40700052010	99107780697	HR WIDE LEG FULL LENGTH, BK0001, 10	BK0001	CL194	10	CL194BK000110	MASTER/SPECIALTY	Womens	W PANTS	W P N DENIM TROUSER	J Crew Factory	1	138	138	$10.85	Zone 1 Pants
J40708136213	40700052010	99107780701	HR WIDE LEG FULL LENGTH, BK0001, 18	BK0001	CL194	18	CL194BK000118	MASTER/SPECIALTY	Womens	W PANTS	W P N DENIM TROUSER	J Crew Factory	1	138	138	$10.85	Zone 2 Pants
J40708136213	40700052010	99107780702	HR WIDE LEG FULL LENGTH, BK0001, 2	BK0001	CL194	2	CL194BK00012	MASTER/SPECIALTY	Womens	W PANTS	W P N DENIM TROUSER	J Crew Factory	1	138	138	$10.85	Zone 1 Pants
J40707EBBE22	40700051869	99107751716	PEONY DRESS - MID WT P, RD0174, XL	RD0174	NV452	XL	NV452RD0174XL	FLAT	Womens	W DRESSES	W DRESS WVN CASUAL	Madewell	1	138	138	$9.47	Zone 1
J40707EBBE22	40700051869	99107853615	MERINO STRETCH BUTTON L, BR8786, S	BR8786	NW818	S	NW818BR8786S	FLAT	Womens	W SWEATERS	W SW CARD CARDGIAN	Madewell	1	138	138	$9.47	Zone 1
J40708153122	40700051869	99107535584	SOFT GRAIN SM SHOPPER., RD5069, ONE S	RD5069	NP311	ONE S	NP311RD5069ONE S	MASTER/SPECIALTY	Womens	W BAGS	W CROSSBODY LTHR	Madewell	1	138	138	$10.85	Zone 1
J40707EBBE22	40700051869	99107908205	EASY UTILITY SHIRT-JACKET, BL0387, XS	BL0387	NU292	XS	NU292BL0387XS	FLAT	Womens	W OUTERWEAR JACKET	W OUTER JCKT CHORE	Madewell	1	128	128	$8.87	Zone 1
J40707EBBE22	40700051869	99106891326	HW STRAIGHT LEG PANT, BK0001, 18	BK0001	BO899	18	BO899BK000118	FLAT	Womens	W PANTS	W P N DENIM STRAIGHT	J Crew Factory	1	128	128	$8.87	Zone 2 Pants
